,Mark,Competitor,Nat,Location,Date,Results Score,Discipline
223,1:46.73,Mouhcine BEN HACHIMI,MAR,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1121,800m
224,1:46.74,Luis PERALTA,DOM,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1178,800m
225,1:46.74,Yohannes TEFERA,ETH,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1121,800m
226,1:46.74,Marc TORTELL,GER,"TSV Stadion, Pfungstadt (GER)",19 JUN 2024,1121,800m
227,1:46.74,Nico BOKETTA,CZE,"LAZ Wien, Wien (AUT)",22 JUN 2024,1121,800m
228,1:46.75,Bobby POYNTER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1121,800m
229,1:46.75,Cathal DOYLE,IRL,"Morton Stadium, Santry, Dublin (IRL)",04 MAY 2024,1121,800m
230,1:46.75,Zephaniah CARICO-MCLENNAN,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1121,800m
231,1:46.75,Henry JONAS,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1121,800m
232,1:46.76,Leandro ALVES,BRA,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1120,800m
233,1:46.77,Oussama NABIL,MAR,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1120,800m
234,1:46.77,Kelvin Kimutai KOECH,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1120,800m
235,1:46.78,Daniel WATCKE,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1120,800m
236,1:46.79,Brian KIPTUM,KEN,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1119,800m
237,1:46.79,Collin DYLLA,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1119,800m
238,1:46.80,Samuel AUSTIN,USA,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",27 JAN 2024,1176,800m
239,1:46.81,Rok MARKELJ,SLO,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1119,800m
240,1:46.81,Abdirahman Saeed HASSAN,QAT,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1119,800m
241,1:46.81,Dennick LUKE,DMA,"Stade de France, Paris (FRA)",08 AUG 2024,1119,800m
242,1:46.82,Yugo SHIKATA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1119,800m
243,1:46.83,Shuta AZUMA,JPN,"Todoroki Stadium, Kawasaki (JPN)",22 SEP 2024,1118,800m
244,1:46.84,Balázs VINDICS,HUN,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1118,800m
245,1:46.84,Christian HARRISON,USA,"George Mason Stadium, Fairfax, VA (USA)",12 AUG 2024,1118,800m
246,1:46.84,Matthew MCKENNA,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1118,800m
247,1:46.85,Alexandre SELLES,FRA,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1118,800m
248,1:46.86,Alfred KIPKETER,KEN,"Nyayo National Stadium, Nairobi (KEN)",27 JAN 2024,1117,800m
249,1:46.86,Jaxson HOEY,USA,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1117,800m
250,1:46.86,Craig ENGELS,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1117,800m
251,1:46.86,Alexander STEPANOV,GER,"TSV Stadion, Pfungstadt (GER)",14 AUG 2024,1117,800m
252,1:46.87,Kwazi MGOBHOZI,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1117,800m
253,1:46.87,Mehmet ÇELİK,TUR,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1117,800m
254,1:46.88,Cornelius TUWEI,KEN,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1117,800m
255,1:46.89,Isaac BASTEN,USA,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1117,800m
256,1:46.89,Kerem AYHAN,TUR,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1117,800m
257,1:46.90,Pol MOYA,AND,"Estadi Joan Serrahima, Barcelona (ESP)",19 MAY 2024,1116,800m
258,1:46.91,Shane STREICH,USA,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1116,800m
259,1:46.92,Cole LINDHORST,USA,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1116,800m
260,1:46.92,Jye PERROTT,AUS,"TSV Stadion, Pfungstadt (GER)",25 MAY 2024,1116,800m
261,1:46.92,Mason COHEN,AUS,"LAZ Wien, Wien (AUT)",22 JUN 2024,1116,800m
262,1:46.93,Jabolane NCAMANE,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",18 MAR 2024,1115,800m
263,1:46.93,Yassine ABER,CAN,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1115,800m
264,1:46.93,Phanuel Kipkosgei KOECH,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1115,800m
265,1:46.94,Ossama MESLEK,ITA,"Market Street Bury, Manchester (GBR)",24 JUL 2024,1115,800m
266,1:46.95,Conor MURPHY,IRL,"Ashenfelter Indoor Track, State College, PA (USA) (i)",26 JAN 2024,1171,800m
267,1:46.95,Samuel BUCHE,ETH,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1115,800m
268,1:46.95,Stephen MUTAI,KEN,"Nyayo National Stadium, Nairobi (KEN)",22 MAY 2024,1115,800m
269,1:46.96,Eric NZIKWINKUNDA,BDI,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1114,800m
270,1:46.96,Lachlan RAPER,AUS,"ES Marks Athletics Field, Sydney (AUS)",23 MAR 2024,1114,800m
271,1:46.96,Zine El Abidine LAGOUNE,ALG,"Pista atletismo Can Mises, Ibiza (ESP)",11 MAY 2024,1114,800m
272,1:46.97,Kacper LEWALSKI,POL,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1114,800m
273,1:46.97,Fabien LOIRAT,FRA,"Stade Pierre Duboeuf, Bron (FRA)",04 JUL 2024,1114,800m
274,1:46.97,Nino JAMBREŠIĆ,CRO,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2024,1114,800m
275,1:46.99,Archie DAVIS,GBR,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1114,800m
276,1:47.01,Elliott COOK,USA,"Hayward Field, Eugene, OR (USA)",20 APR 2024,1113,800m
277,1:47.01,Aurele VANDEPUTTE,BEL,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1113,800m
278,1:47.04,Sobhan AHMADI,IRI,"Aftab Enghelab Sport Complex, Tehran (IRI) (i)",19 FEB 2024,1169,800m
279,1:47.05,Mohammed Afsal PULIKKALAKATH,IND,"Sepp-Herberger-Stadion, Weinheim (GER)",18 MAY 2024,1112,800m
280,1:47.05,Daniil NEKRASOV,RUS,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1112,800m
281,1:47.06,Kelvin KIPYEGO,KEN,"Nyayo National Stadium, Nairobi (KEN)",21 MAY 2024,1111,800m
282,1:47.07,Zhongqiang MA,CHN,"Olympic Sports Center, Chongqing (CHN)",28 MAY 2024,1111,800m
283,1:47.07,Emil MEGGLE,GER,"TSV Stadion, Pfungstadt (GER)",19 JUN 2024,1111,800m
284,1:47.09,Edgar DURIEUX,FRA,"Stade C. Vandeveegaete, Tourcoing (FRA)",26 JUN 2024,1111,800m
285,1:47.09,Hinata MAEDA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1111,800m
286,1:47.10,Dion EIJSSEN,NED,"FBK Stadium, Hengelo (NED)",29 JUN 2024,1110,800m
287,1:47.11,Cameron MYERS,AUS,"AIS Athletics Track, Canberra (AUS)",26 JAN 2024,1110,800m
288,1:47.11,Jack BALICK,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1110,800m
289,1:47.11,Luca THOMPSON,NOR,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1110,800m
290,1:47.12,Jack ANSTEY,AUS,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",23 FEB 2024,1166,800m
291,1:47.12,Ranti Marvin DIKGALE,RSA,"Pilditch Stadium, Pretoria (RSA)",08 MAR 2024,1110,800m
292,1:47.13,Caden NORRIS,USA,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1109,800m
293,1:47.13,Adam SPENCER,AUS,"Tooting Bec Athletics Track, London (GBR)",24 JUL 2024,1109,800m
294,1:47.14,Mark MILNER,IRL,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1109,800m
295,1:47.15,John O'REILLY,CAN,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1109,800m
296,1:47.15,Junya MATSUMOTO,JPN,"Denka Big Swan Stadium, Niigata (JPN)",29 SEP 2024,1109,800m
297,1:47.18,Mario GARCÍA,ESP,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1108,800m
298,1:47.18,Harry PURCELL,IRL,"Mary Peters Track, Belfast (GBR)",11 MAY 2024,1108,800m
299,1:47.18,Noam MAMU,ISR,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1108,800m
300,1:47.19,Beck WITTSTADT,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1108,800m
301,1:47.19,Federico RIVA,ITA,"Stadio Olindo Galli, Tivoli (ITA)",25 APR 2024,1108,800m
302,1:47.20,Amine BRAHIMI,ALG,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1107,800m
303,1:47.21,Michal HROCH,CZE,"Stadion Juliska, Praha (CZE)",11 MAY 2024,1107,800m
304,1:47.21,Maksim SHELIKH,RUS,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1107,800m
305,1:47.21,David RACE,GBR,"Polisportivo Comunale, San Vito al Tagliamento (ITA)",02 JUN 2024,1107,800m
306,1:47.22,William RABJOHNS,GBR,"Birmingham University Athletics Track, Birmingham (GBR)",06 JUL 2024,1107,800m
307,1:47.24,Michał ROZMYS,POL,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1106,800m
308,1:47.24,Shyam MILAN,IND,"Tau Devi Lal Stadium, Panchkula (IND)",30 JUN 2024,1106,800m
309,1:47.25,Carter FITZGERALD,USA,"Ashenfelter Indoor Track, State College, PA (USA) (i)",16 FEB 2024,1162,800m
310,1:47.26,Pierre LECHAT,FRA,"Stade Pierre Duboeuf, Bron (FRA)",04 JUL 2024,1106,800m
311,1:47.27,Nikolay VERBITSKIY,RUS,"LFK CSKA, Moskva (RUS) (i)",24 FEB 2024,1162,800m
312,1:47.28,David CARRANZA,ESP,"Pista atletismo Can Mises, Ibiza (ESP)",11 MAY 2024,1105,800m
313,1:47.28,Angel ALVAREZ,ESP,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1105,800m
314,1:47.30,Jason GOMEZ,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1104,800m
315,1:47.30,Sven WAGNER,GER,"TSV Stadion, Pfungstadt (GER)",19 JUN 2024,1104,800m
316,1:47.31,Sho KAWAMOTO,JPN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1104,800m
317,1:47.32,Nelson MAPI,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1104,800m
318,1:47.32,Joonas RINNE,FIN,"Raatin Stadion, Oulu (FIN)",17 AUG 2024,1104,800m
319,1:47.32,Uku Renek KRONBERGS,EST,"Stadion Míru, Tábor (CZE)",27 AUG 2024,1104,800m
320,1:47.33,Vincent Kibet KETER,KEN,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1103,800m
321,1:47.33,Angus HARRINGTON,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1103,800m
322,1:47.37,Derek HOLDSWORTH,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1102,800m
323,1:47.38,Ben NAGEL,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1102,800m
324,1:47.38,Israel TINAJERO ÁLVAREZ,MEX,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1102,800m
325,1:47.39,Stephen EVANS,CAN,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1102,800m
326,1:47.40,Olivier DESMEULES,CAN,"Ashenfelter Indoor Track, State College, PA (USA) (i)",26 JAN 2024,1158,800m
327,1:47.40,Dillan VAN ROOYEN,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",18 MAR 2024,1101,800m
328,1:47.40,Ahmed Sayf KADRI,TUN,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1101,800m
329,1:47.40,Niko SCHULTZ,USA,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1101,800m
330,1:47.41,Abednico CHOBA,RSA,"Pilditch Stadium, Pretoria (RSA)",08 MAR 2024,1101,800m
331,1:47.41,Raul VILLALONGA,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1101,800m
332,1:47.41,Andrew CASEY,USA,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1101,800m
333,1:47.41,Zalen NELSON,TTO,"Emerson Field, Concord, MA (USA)",08 JUN 2024,1101,800m
334,1:47.41,Abraham GUEM,SSD,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 JUL 2024,1101,800m
335,1:47.42,Charlie HUNTER,AUS,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",16 FEB 2024,1157,800m
336,1:47.42,David DAM,NAM,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1101,800m
337,1:47.42,Kevin VIEZEE,NED,"FBK Stadium, Hengelo (NED)",29 JUN 2024,1101,800m
338,1:47.43,Christian JACKSON,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1101,800m
339,1:47.43,Alex PINTADO,ESP,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1101,800m
340,1:47.44,Ryan ELSTON,GBR,"Birmingham University Athletics Track, Birmingham (GBR)",15 MAY 2024,1100,800m
341,1:47.44,Mickael YEYE,FRA,"Athletics Stadium, Setagaya, Tokyo (JPN)",27 JUL 2024,1100,800m
342,1:47.46,Harrison WITT,USA,"UVA Lanningan Field, Charlottesville, VA (USA)",19 APR 2024,1100,800m
343,1:47.46,Gary MARTIN,USA,"UVA Lanningan Field, Charlottesville, VA (USA)",19 APR 2024,1100,800m
344,1:47.46,Sala HEDDINE,ESP,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",12 JUN 2024,1100,800m
345,1:47.46,Jamie PHILLIPS,GBR,"Market Street Bury, Manchester (GBR)",24 JUL 2024,1100,800m
346,3:26.73,Jakob INGEBRIGTSEN,NOR,"Stade Louis II, Monaco (MON)",12 JUL 2024,1292,1500m
347,3:27.65,Cole HOCKER,USA,"Stade de France, Paris (FRA)",06 AUG 2024,1278,1500m
348,3:27.79,Josh KERR,GBR,"Stade de France, Paris (FRA)",06 AUG 2024,1276,1500m
349,3:27.80,Yared NUGUSE,USA,"Stade de France, Paris (FRA)",06 AUG 2024,1276,1500m
350,3:28.71,Timothy CHERUIYOT,KEN,"Stade Louis II, Monaco (MON)",12 JUL 2024,1263,1500m
351,3:28.80,Brian KOMEN,KEN,"Stade Louis II, Monaco (MON)",12 JUL 2024,1262,1500m
352,3:29.45,Hobbs KESSLER,USA,"Stade de France, Paris (FRA)",06 AUG 2024,1253,1500m
353,3:29.54,Niels LAROS,NED,"Stade de France, Paris (FRA)",06 AUG 2024,1251,1500m
354,3:30.46,Narve Gilje NORDÅS,NOR,"Stade de France, Paris (FRA)",06 AUG 2024,1238,1500m
355,3:30.65,Neil GOURLEY,GBR,"Stade Louis II, Monaco (MON)",12 JUL 2024,1235,1500m
356,3:30.74,Pietro ARESE,ITA,"Stade de France, Paris (FRA)",06 AUG 2024,1234,1500m
357,3:30.75,Stefan NILLESSEN,NED,"Stade de France, Paris (FRA)",06 AUG 2024,1234,1500m
358,3:30.80,Azeddine HABZ,FRA,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1233,1500m
359,3:30.84,Isaac NADER,POR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1233,1500m
360,3:30.88,Reynold CHERUIYOT,KEN,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1232,1500m
361,3:31.06,Elliot GILES,GBR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1230,1500m
362,3:31.07,Oliver HOARE,AUS,"Stade Louis II, Monaco (MON)",12 JUL 2024,1230,1500m
363,3:31.57,George MILLS,GBR,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1222,1500m
364,3:31.74,Jochem VERMEULEN,BEL,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1220,1500m
365,3:31.78,Vincent CIATTEI,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1220,1500m
366,3:32.16,Cooper TEARE,USA,"UVA Lanningan Field, Charlottesville, VA (USA)",28 APR 2024,1214,1500m
367,3:32.20,Robert FARKEN,GER,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1214,1500m
368,3:32.20,Nathan GREEN,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1214,1500m
369,3:32.37,Abdisa FAYISA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1211,1500m
370,3:32.49,Anass ESSAYI,MAR,"Stade de France, Paris (FRA)",04 AUG 2024,1210,1500m
371,3:32.56,Jake WIGHTMAN,GBR,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1209,1500m
372,3:32.67,Maël GOUYETTE,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1207,1500m
373,3:32.68,Andrew COSCORAN,IRL,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1207,1500m
374,3:32.77,Ossama MESLEK,ITA,"Stade de France, Paris (FRA)",04 AUG 2024,1206,1500m
375,3:32.81,Samuel TEFERA,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1205,1500m
376,3:32.84,Federico RIVA,ITA,"Stade de France, Paris (FRA)",03 AUG 2024,1205,1500m
377,3:32.93,Justin KIPKOECH,KEN,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1203,1500m
378,3:32.94,Henry WYNNE,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1203,1500m
379,3:33.15,Cathal DOYLE,IRL,"Stade de France, Paris (FRA)",04 AUG 2024,1200,1500m
380,3:33.21,Adel MECHAAL,ESP,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1199,1500m
381,3:33.25,Festus LAGAT,KEN,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1199,1500m
382,3:33.29,Charles PHILIBERT-THIBOUTOT,CAN,"Stade de France, Paris (FRA)",04 AUG 2024,1198,1500m
383,3:33.30,Cameron MYERS,AUS,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",22 FEB 2024,1198,1500m
384,3:33.40,Ruben VERHEYDEN,BEL,"Stadio Olimpico, Roma (ITA)",12 JUN 2024,1197,1500m
385,3:33.49,Amon KEMBOI,KEN,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1196,1500m
386,3:33.52,Ryan MPHAHLELE,RSA,"University of the Western Cape, Cape Town (RSA)",29 APR 2024,1195,1500m
387,3:33.54,Lamecha GIRMA,ETH,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1195,1500m
388,3:33.58,Johnathan RENIEWICKI,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1194,1500m
389,3:33.58,Samuel PIHLSTRÖM,SWE,"Stade de France, Paris (FRA)",03 AUG 2024,1194,1500m
390,3:33.59,Raphael PALLITSCH,AUT,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1194,1500m
391,3:33.64,Jesse HUNT,AUS,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",22 FEB 2024,1193,1500m
392,3:33.66,Luke MCCANN,IRL,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1193,1500m
393,3:33.67,Sean MCGORTY,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1193,1500m
394,3:33.71,Daniel MUNGUTI,KEN,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1192,1500m
395,3:33.74,Filip RAK,POL,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1192,1500m
396,3:33.74,Joe WASKOM,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1192,1500m
397,3:33.76,Tshepo TSHITE,RSA,"University of the Western Cape, Cape Town (RSA)",29 APR 2024,1192,1500m
398,3:33.78,Andrew HUNTER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1192,1500m
399,3:33.82,Waleed SULIMAN,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1191,1500m
400,3:33.84,Teddese LEMI,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1191,1500m
401,3:33.84,Elliott COOK,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1191,1500m
402,3:33.96,Colin SAHLMAN,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1189,1500m
403,3:33.98,Romain MORNET,FRA,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1189,1500m
404,3:34.05,Eric HOLT,USA,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1188,1500m
405,3:34.12,Vincent Kibet KETER,KEN,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1187,1500m
406,3:34.21,Craig ENGELS,USA,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1186,1500m
407,3:34.22,Jesús GÓMEZ,ESP,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1185,1500m
408,3:34.28,Mario GARCÍA,ESP,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1185,1500m
409,3:34.31,Benoit CAMPION,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1184,1500m
410,3:34.37,Adam FOGG,GBR,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1237,1500m
411,3:34.39,Dominic Lokinyomo LOBALU,SUI,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1183,1500m
412,3:34.41,Kieran LUMB,CAN,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1183,1500m
413,3:34.42,Jye EDWARDS,AUS,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",22 FEB 2024,1183,1500m
414,3:34.45,Adam SPENCER,AUS,"Stade de France, Paris (FRA)",03 AUG 2024,1182,1500m
415,3:34.47,Geordie BEAMISH,NZL,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1182,1500m
416,3:34.52,Hafid RIZQY,MAR,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1181,1500m
417,3:34.53,Flavien SZOT,FRA,"Stade de Stehelin, Bordeaux (FRA)",19 JUN 2024,1181,1500m
418,3:34.54,Marius PROBST,GER,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1181,1500m
419,3:34.56,Nico YOUNG,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1181,1500m
420,3:34.58,Jimmy GRESSIER,FRA,"Stade Raymond Troussier, Decines (FRA)",04 MAY 2024,1180,1500m
421,3:34.59,Javier MIRON,ESP,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1180,1500m
422,3:34.66,Noah BALTUS,NED,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1179,1500m
423,3:34.73,Ermias GIRMA,ETH,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1178,1500m
424,3:34.80,Endashaw RETA,ETH,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1177,1500m
425,3:34.80,Stewart MCSWEYN,AUS,"Olympic Stadium, London (GBR)",20 JUL 2024,1177,1500m
426,3:34.81,Ignacio FONTES,ESP,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1177,1500m
427,3:34.83,Biniam MEHARY,ETH,"Arena, Toruń (POL) (i)",06 FEB 2024,1230,1500m
428,3:34.83,Louis GILAVERT,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1177,1500m
429,3:34.90,Grant FISHER,USA,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1176,1500m
430,3:34.91,Samuel PRAKEL,USA,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1176,1500m
431,3:34.94,Baptiste MISCHLER,FRA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1175,1500m
432,3:35.04,Nicholas GRIGGS,IRL,"Tooting Bec Athletics Track, London (GBR)",24 JUL 2024,1174,1500m
433,3:35.09,Maciej WYDERKA,POL,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1173,1500m
434,3:35.12,Pierrik JOCTEUR-MONROZIER,FRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1173,1500m
435,3:35.14,Callum DAVIES,AUS,"The Crest Athletics Centre, Bankstown, Sydney (AUS)",22 FEB 2024,1173,1500m
436,3:35.16,Matthew CENTROWITZ,USA,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1172,1500m
437,3:35.20,Joonas RINNE,FIN,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1172,1500m
438,3:35.22,Andreas ALMGREN,SWE,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1172,1500m
439,3:35.24,Luke HOUSER,USA,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1171,1500m
440,3:35.25,Bastien AUGUSTO,FRA,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1171,1500m
441,3:35.27,Eduardo HERRERA,MEX,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1171,1500m
442,3:35.35,Mehmet ÇELİK,TUR,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1170,1500m
443,3:35.35,Davis BOVE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1170,1500m
444,3:35.37,Jack ANSTEY,AUS,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1169,1500m
445,3:35.40,Sam GILMAN,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1169,1500m
446,3:35.46,Mohad ABDIKADAR SHEIK ALI,ITA,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1168,1500m
447,3:35.46,Paul ANSELMINI,FRA,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1168,1500m
448,3:35.52,Samuel TANNER,NZL,"Tooting Bec Athletics Track, London (GBR)",24 JUL 2024,1167,1500m
449,3:35.60,Ethan STRAND,USA,"Morris Williams T&F Stadium, Durham, NC (USA)",12 APR 2024,1166,1500m
450,3:35.60,Pol MOYA,AND,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1166,1500m
